tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1323,115718,True,Tue Oct 31 22:18:02 +0000 2017,Iâ€™ll do it LIVE so there is no confusion. Paul Garrison 850.266.3576 https://t.co/5GI1Wh765p,1322,
1324,sainsburys,False,Tue Oct 31 22:21:22 +0000 2017,"@115957 ...products. By 2020, we'll make sure that our own packaging has been reduced by half compared to 2005. Reid 2/2",,1325
1325,115957,True,Mon Oct 30 15:54:45 +0000 2017,@sainsburys what are you doing to reduce the use of single use plastic in the product lines you carry? #reducewaste,"13,241,326",
1327,ChipotleTweets,False,Tue Oct 31 22:28:34 +0000 2017,@115958 True story! Thanks for stopping by â€“ enjoy that burrito. -Becky,,1328
1328,115958,True,Tue Oct 31 22:20:00 +0000 2017,donâ€™t forget to cop your $3 @Chipotletweets burrito today âœ¨ https://t.co/Yho0pkQhbI,1327,
1329,ChipotleTweets,False,Tue Oct 31 22:28:34 +0000 2017,@115959 You look WONDERful! Thanks for stopping by. -Becky,,1330
1330,115959,True,Tue Oct 31 22:19:55 +0000 2017,Thanks @ChipotleTweets for the $3 burrito bowl! #halloweentreats https://t.co/wjIdjvNvti,1329,
1331,ChipotleTweets,False,Tue Oct 31 22:28:00 +0000 2017,@115960 That doesn't look right. Please tell us more: https://t.co/Ax7W1Dx3Y9 -Becky,1332,1333
1332,115960,True,Tue Oct 31 22:32:09 +0000 2017,@ChipotleTweets nope just laziness.,,1331
1333,115960,True,Tue Oct 31 22:19:33 +0000 2017,@ChipotleTweets I didn't know my boy ordered half a bowl... #WheresTheRice? https://t.co/Qmqiy3nYIg,1331,
1334,ChipotleTweets,False,Tue Oct 31 22:27:37 +0000 2017,@115961 The absolute best. What are you going to order? -Becky,1335,1336
1335,115961,True,Tue Oct 31 22:48:02 +0000 2017,"@ChipotleTweets We got two burritos, chips and queso. ðŸ‘ðŸ¼",1337,1334
1337,ChipotleTweets,False,Tue Oct 31 22:55:00 +0000 2017,@115961 Delish! Well played. -Becky,,1335
1336,115961,True,Tue Oct 31 22:19:32 +0000 2017,Getting that 3 buck burrito from @ChipotleTweets is becoming a tradition on Halloween #thebest,1334,
1338,ChipotleTweets,False,Tue Oct 31 22:27:29 +0000 2017,@115962 Shout out to you for stopping by! -Becky,,1339
1339,115962,True,Tue Oct 31 22:18:36 +0000 2017,Shoutout to @ChipotleTweets for doing the $3 deal. ðŸ™ðŸ¼,1338,
1340,ChipotleTweets,False,Tue Oct 31 22:26:57 +0000 2017,"@115963 Nothing but love for you, my friend. -Becky",,1341
1341,115963,True,Tue Oct 31 22:18:06 +0000 2017,nothing but the most respect for @ChipotleTweets and this $3 BOOrito,1340,
1342,ChipotleTweets,False,Tue Oct 31 22:26:57 +0000 2017,@115964 Creeeeepy. Thanks for stopping by! -Becky,,1343
1343,115964,True,Tue Oct 31 22:17:59 +0000 2017,ðŸŽƒThanks @ChipotleTweets for my $3 burrito bowl ðŸ‘» tonight! https://t.co/gHVOXof7SG,1342,
1344,ChipotleTweets,False,Tue Oct 31 22:26:28 +0000 2017,"@115965 We've turned it off since it's our annual Boorito promo, but it'll be back on tomorrow. -Becky",,1345
1345,115965,True,Tue Oct 31 22:16:46 +0000 2017,"@ChipotleTweets cant order online, says ""cannot connect to chipotle supercomputer."" on the app.",1344,1346
1346,ChipotleTweets,False,Tue Oct 31 19:30:03 +0000 2017,My food just ghostedâ€¦ Spooky. https://t.co/sLNSNZPZYh,"1,345,134,713,481,340,000,000,000,000",
1353,ChipotleTweets,False,Tue Oct 31 22:26:27 +0000 2017,@115966 So true. -Becky,,1354
1354,115966,True,Tue Oct 31 22:16:09 +0000 2017,Going to @ChipotleTweets expecting a $3 boorito w/o wearing a costume is like going trick or treating w/o a costume &amp; expecting candy. #no,1353,
1355,ChipotleTweets,False,Tue Oct 31 22:26:00 +0000 2017,@115967 So true! -Becky,,1356
1356,115967,True,Tue Oct 31 22:16:02 +0000 2017,Halloween isnâ€™t complete unless you get your @ChipotleTweets bowl with guacamole for $3 for wearing a costume! #buzzlightyear #halloween,1355,
1357,ChipotleTweets,False,Tue Oct 31 22:26:00 +0000 2017,@115968 We dig it! Thanks for stopping by. Happy Halloween!,,1358
1358,115968,True,Tue Oct 31 22:23:55 +0000 2017,Wore my @79588 hoodie to @ChipotleTweets w/whole family in costume &amp; it scored me my boo-rito bowl for $3 ðŸ˜„ðŸŽƒ #ScientistForHalloween https://t.co/lqBOtbjAmL,1357,
1359,ChipotleTweets,False,Tue Oct 31 22:25:36 +0000 2017,"@115969 It was my favorite, too. My apologies for any frustration. -Becky",1360,1361
1360,115969,True,Tue Oct 31 22:43:53 +0000 2017,"@ChipotleTweets I'm not frustrated, just sad. But thanks for the compassion.",1362,1359
1362,ChipotleTweets,False,Tue Oct 31 22:48:00 +0000 2017,"@115969 Of course, my friend. -Becky",,1360
1361,115969,True,Tue Oct 31 22:15:04 +0000 2017,Hey @ChipotleTweets why don't you have chorizo anymore it was the best thing on the menu,1359,
1363,ChipotleTweets,False,Tue Oct 31 22:25:33 +0000 2017,@115970 Yes! I love it. And Shawn's cards are the best. -Becky,,1364
1364,115970,True,Tue Oct 31 22:14:52 +0000 2017,Oh what a Happy Halloween it is ðŸ™ŒðŸ¼ @ChipotleTweets https://t.co/UvC4oAnUwE,"13,631,365",
1366,ChipotleTweets,False,Tue Oct 31 22:24:26 +0000 2017,@115971 Same! What's your go-to order? -Becky,,1367
1367,115971,True,Tue Oct 31 22:14:03 +0000 2017,Boorito!!! One of my favorite Halloween traditions. â¤ï¸ðŸ‘»âœ¨ðŸ¥‘ðŸŒ½ðŸ¥— @ChipotleTweets https://t.co/rLKJ3uvw7c,1366,
1368,ChipotleTweets,False,Tue Oct 31 22:24:26 +0000 2017,@115972 Best day of the year! -Becky,,1369
1369,115972,True,Tue Oct 31 22:14:00 +0000 2017,i just spent $3.00 even on a boorito from @ChipotleTweets ðŸ˜,1368,
1370,ChipotleTweets,False,Tue Oct 31 22:24:00 +0000 2017,@115973 Thanks for stopping by! That's a great looking duo right there. -Becky,,1371
1371,115973,True,Tue Oct 31 22:13:38 +0000 2017,"My favorite holiday... $3 booritos at Chipotyay! @chipotletweets ðŸŽƒðŸŒ¯ðŸ‘»
#chipchiphooray #chipotyayâ€¦ https://t.co/MC6QVqAt1z",1370,
1372,ChipotleTweets,False,Tue Oct 31 22:23:29 +0000 2017,@115974 That doesn't sound right. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,,1373
1373,115974,True,Tue Oct 31 22:12:12 +0000 2017,I guess my soccer player costume wasn't good enough for a $3 burrito @ChipotleTweets,1372,
1374,ChipotleTweets,False,Tue Oct 31 22:23:26 +0000 2017,"@115975 We shut it off for our Boorito promotion, but it'll be back on tomorrow. My apologies for any frustration. -Becky",,1375
1375,115975,True,Tue Oct 31 22:11:47 +0000 2017,.@ChipotleTweets app doesnâ€™t work anymore in the 6ix. Lame.,1374,
1376,ChipotleTweets,False,Tue Oct 31 22:22:29 +0000 2017,"@115976 If it fits comfortably inside your meal, it'll be $3. -Becky",,1377
1377,115976,True,Tue Oct 31 22:11:30 +0000 2017,@ChipotleTweets aye can i do double meat for my boorito and still only pay $3?,1376,
1378,ChipotleTweets,False,Tue Oct 31 22:21:53 +0000 2017,"@115977 If all goes to plan, we should be open on Friday! -Becky",1379,1380
1379,115977,True,Wed Nov 01 00:41:14 +0000 2017,@ChipotleTweets Woohoo! I'm gonna be first in line. ðŸ˜„,1381,1378
1381,ChipotleTweets,False,Wed Nov 01 01:04:00 +0000 2017,"@115977 Yeah, buddy! Send us a pic, for sure. -Becky",1382,1379
1382,115977,True,Fri Nov 03 15:50:29 +0000 2017,@ChipotleTweets Hey! Did things go to plan? Just checking if your W. Broadway location in Vancouver is open today...,1383,1381
1383,ChipotleTweets,False,Fri Nov 03 16:12:38 +0000 2017,"@115977 From what I see, we're good to go. -Tay",,1382
1380,115977,True,Tue Oct 31 22:11:00 +0000 2017,Hey @ChipotleTweets! Any word on when your 532 W. Broadway location in Vancouver will open? Can't wait any more!! #YVRfood #lunchtime,1378,
1384,ChipotleTweets,False,Tue Oct 31 22:21:25 +0000 2017,@115978 Oh noooo! Why not this year? -Becky,1385,1386
1385,115978,True,Tue Oct 31 23:08:10 +0000 2017,"@ChipotleTweets No costume, Becky. No one wanted to be Shrek with me. Tis a sad, sad Tuesdayâ˜¹ï¸",1387,1384
1387,ChipotleTweets,False,Tue Oct 31 23:21:00 +0000 2017,"@115978 Sad, indeed. I still think you should come in! -Becky",,1385
1386,115978,True,Tue Oct 31 22:09:35 +0000 2017,I think this is the first time since its birth that I havenâ€™t gone to @ChipotleTweets on Halloween for my annual boorito ðŸ˜ž,"138,813,841,389",
1390,ChipotleTweets,False,Tue Oct 31 22:19:52 +0000 2017,@115979 That shouldn't be happening. Please tell us more here: https://t.co/Ax7W1Dx3Y9 -Becky,,1391
1391,115979,True,Tue Oct 31 22:09:35 +0000 2017,When you go to @ChipotleTweets dressed as a soccer player and don't get 3$ burritos,1390,
1392,ChipotleTweets,False,Tue Oct 31 22:19:01 +0000 2017,@115980 ðŸ˜³ -Becky,1393,1394
1393,115980,True,Tue Oct 31 22:23:54 +0000 2017,@ChipotleTweets Pray for me Becky,1395,1392
1395,ChipotleTweets,False,Tue Oct 31 22:33:27 +0000 2017,@115980 ðŸ™ -Becky,,1393
1394,115980,True,Tue Oct 31 22:09:29 +0000 2017,It's Halloween and my total at @ChipotleTweets was $6.66.....,"13,961,392",
1397,ChipotleTweets,False,Tue Oct 31 22:18:32 +0000 2017,@115981 See I think that means your family loves you. -Becky,,1398
1398,115981,True,Tue Oct 31 22:09:25 +0000 2017,I think my family hates me! They made me get @ChipotleTweets on Halloween! #3dollarburrito,1397,
1399,ChipotleTweets,False,Tue Oct 31 22:18:29 +0000 2017,@115982 That sounds so epic. -Becky,1400,1401
1400,115982,True,Tue Oct 31 23:08:22 +0000 2017,@ChipotleTweets it was becky it was.,,1399
1401,115982,True,Tue Oct 31 22:08:52 +0000 2017,i just walked into @ChipotleTweets wearing my mermaid man costume to get a $3 burrito &amp; Iâ€™ve never felt more alive,1399,
1402,ChipotleTweets,False,Tue Oct 31 22:17:00 +0000 2017,@115983 Agreed. -Becky,,1403
1403,115983,True,Tue Oct 31 22:07:52 +0000 2017,If you don't pull out that old costume and get a $3 burrito from @ChipotleTweets you are crazy.,1402,
1404,ChipotleTweets,False,Tue Oct 31 22:16:27 +0000 2017,"@115984 Nicely done! Your makeup is on point, my friend. -Becky",,1405
1405,115984,True,Tue Oct 31 22:07:50 +0000 2017,Looking to get a @ChipotleTweets burrito for $3 ðŸŒ¯ðŸ’€ https://t.co/6xGry0hKUC,"14,041,406",
1407,ChipotleTweets,False,Tue Oct 31 22:16:00 +0000 2017,"@115985 Thanks for the shout out, and thanks for stopping by! -Becky",,1408
1408,115985,True,Tue Oct 31 22:07:45 +0000 2017,A burrito bowl from @ChipotleTweets for just $3...heck yes!! From now till close go in w/ your Halloween costume and get the deal. #12News https://t.co/3LgsDiLruM,"14,091,410,140,714,100,000,000,000,000,000",
1416,ChipotleTweets,False,Tue Oct 31 22:15:37 +0000 2017,@115986 That's definitely unBOOlievable. Please tell us more so we can help: https://t.co/Ax7W1Dx3Y9 -Becky,1417,1418
1417,115986,True,Tue Oct 31 23:27:12 +0000 2017,"@ChipotleTweets Thanks, Becky! We were able to go back to Chipotle at 4pm and got our BOOritos.",1419,1416
1419,ChipotleTweets,False,Tue Oct 31 23:37:27 +0000 2017,@115986 We appreciate you coming back! -Becky,,1417
1418,115986,True,Tue Oct 31 22:06:18 +0000 2017,@ChipotleTweets Just got ghosted by Chipotle :( Went in at 3pm and was told we had to wait another hour for #BOOritos! UnBOOlievable.,1416,
1420,ChipotleTweets,False,Tue Oct 31 22:14:56 +0000 2017,"@115987 As long as it fits comfortably inside your meal, it's $3. -Becky",,1421
1421,115987,True,Tue Oct 31 22:03:40 +0000 2017,"@ChipotleTweets is extra meat, guac, and queso included in the boorito?",1420,
1422,VerizonSupport,False,Tue Oct 31 22:29:27 +0000 2017,"@115988 Does this bill say Final Bill?
^ACM",1423,1424
1423,115988,True,Tue Oct 31 22:32:51 +0000 2017,@VerizonSupport no! it just says amount due $27.04,"14,251,426",1422
1425,VerizonSupport,False,Tue Oct 31 22:34:25 +0000 2017,"@115988 Can you please follow and DM us. 
^ACM",,1423
1426,115988,True,Tue Oct 31 22:33:35 +0000 2017,@VerizonSupport All outstanding dues before 20th sept has been paid off,,1423
1424,115988,True,Tue Oct 31 22:23:37 +0000 2017,Why am I still receiving a bill for oct when I disconnected by account on sept 20th? pls advise &amp; reverse the charges. @115722,1422,
1427,VerizonSupport,False,Tue Oct 31 22:25:00 +0000 2017,"@115989 We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch. 
^HSB",,1428
1428,115989,True,Tue Oct 31 22:22:28 +0000 2017,"@VerizonSupport ever since I upgraded to Ulimited Data, my LTE speeds are TERRIBLE ðŸ˜¡ Is there a fix?!",1427,
1429,VerizonSupport,False,Tue Oct 31 22:21:54 +0000 2017,"@115991 We can help right here. Follow and DM us.
^JAY",,1430
1430,115991,True,Tue Oct 31 22:17:08 +0000 2017,@verizonsupport why tf does my internet keep going down this is bullshit,1429,
1431,AskPayPal,False,Tue Oct 31 22:28:59 +0000 2017,@115992 Hello! Thank you for reaching out to us. Send us a DM for further assistance. ^ML,,1432
1432,115992,True,Tue Oct 31 17:44:33 +0000 2017,@115993 @AskPayPal â€œIf I donâ€™t provide the required information by 15 Feb 1970â€ https://t.co/zTVGb15FH6,1431,
1433,AskPayPal,False,Tue Oct 31 22:25:49 +0000 2017,@115994 Glad we could help you out! :D ^DP,,1434
1434,115994,True,Tue Oct 31 17:42:26 +0000 2017,THANK YOU!!! @ASKPAYPAL YOU ARE A REAL MVP!!!,1433,
1435,AskPayPal,False,Tue Oct 31 22:18:19 +0000 2017,@115995 Hi there! Please send me a DM! ^RA,,1436
1436,115995,True,Tue Oct 31 16:50:25 +0000 2017,@115996 can you please help me recovering my hard earned money i lost in a cyber crime on @115993 . PayPal case ID is PP-006-234-348-863,1435,
1437,AskPayPal,False,Tue Oct 31 22:11:59 +0000 2017,"@115997 I've just responded to your DM, please check your inbox at your earliest convenience. Thank you for your patience! ^KT",,1438
1438,115997,True,Tue Oct 31 16:53:00 +0000 2017,"@AskPayPal Hello, I'd like to add tracking info to my invoice but the ""Add tracking info"" link always lead to blank page. Please help.",1437,
1439,AskPayPal,False,Tue Oct 31 22:10:38 +0000 2017,"@115998 Hi there, we've replied to your DM! ^RA",,1440
1440,115998,True,Tue Oct 31 16:54:36 +0000 2017,@115993 are you kidding me with this customer service! Itâ€™s terrible.,1439,
1441,AskPayPal,False,Tue Oct 31 22:09:10 +0000 2017,@115999 I am sorry to hear about this trouble you are running into. Please send me a DM and I can help you further. ^GA,1442,1443
1442,115999,True,Tue Oct 31 22:22:32 +0000 2017,"@AskPayPal I set up a paypal account before i was 18. Fair play, my bad. Was wondering if i could shut down the account so i can restart it now im 18?",1444,1441
1444,AskPayPal,False,Tue Oct 31 22:37:52 +0000 2017,"@115999 Sadly we cannot close this account until you are 18, but we can close this account once you are 18 and you can op... https://t.co/hIEXXEzY1f",1445,1442
1445,115999,True,Tue Oct 31 22:40:43 +0000 2017,@AskPayPal I am 18,1446,1444
1446,AskPayPal,False,Tue Oct 31 22:42:17 +0000 2017,@115999 Sorry for the confusion. Please DM me and I can help you. ^GA,,1445
1443,115999,True,Tue Oct 31 16:40:07 +0000 2017,@AskPayPal i have a serious problem i need help with.,1441,
1447,AskPayPal,False,Tue Oct 31 22:02:28 +0000 2017,@116000 I am sorry to hear about this trouble with accessing your account. Please send me a DM and I can help you further. ^GA,,1448
1448,116000,True,Tue Oct 31 16:38:45 +0000 2017,@AskPayPal Been locked out of my account for 2 hrs. 2 different agents have â€œreset my account for meâ€ &amp; still no dice as soon as they get off phone,1447,1449
1449,116000,True,Tue Oct 31 16:37:34 +0000 2017,"Good morning, a @AskPayPal customer service rep just made me cry.",1448,
1450,AskPlayStation,False,Tue Oct 31 22:27:36 +0000 2017,@116001 Glad to help! We have sent you a DM looking forward help you?,,1451
1451,116001,True,Tue Oct 31 12:02:26 +0000 2017,@AskPlayStation can you dm me I have a question,1450,
1452,AskPlayStation,False,Tue Oct 31 22:26:33 +0000 2017,"@116002 Hi there, Sorry to hear that, Are you getting an error message or an error code, Let us know more details please?",1453,1454
1453,116002,True,Tue Oct 31 22:32:18 +0000 2017,@AskPlayStation Itâ€™s ok I fixed it thanks,1455,1452
1455,AskPlayStation,False,Tue Oct 31 22:34:36 +0000 2017,"@116002 Glad to hear that, Feel free to message us again here if you need help.",,1453
1454,116002,True,Tue Oct 31 11:46:53 +0000 2017,@AskPlayStation but out of the games the buttons work solutions?,1452,1456
1456,116002,True,Tue Oct 31 11:46:25 +0000 2017,@AskPlayStation My PS4 lets me load up games but then I canâ€™t do anything in them eg Fortnite canâ€™t press X to continue,1454,
1457,AskPlayStation,False,Tue Oct 31 22:24:55 +0000 2017,@116003 Lamentamos el inconveniente. Por favor siguenos en Twitter para brindarte asistencia por mensajes directos.,,1458
1458,116003,True,Tue Oct 31 10:53:49 +0000 2017,"@AskPlayStation compre una tarjeta de 50$, la metÃ­ y no se me acreditaron los 50$, me sale que revise los tÃ©rminos. Â¿Que hago?",1457,
1459,AskPlayStation,False,Tue Oct 31 22:24:43 +0000 2017,"@116004 Very odd. Please turn off the console and disconnect all the cables from it for 3 minutes, then try again.",,1460
1460,116004,True,Tue Oct 31 11:17:00 +0000 2017,Yo my PS4 has been turning on by itself recently and constantly ejecting the game disc that's in. What the heck is going on? @AskPlayStation,1459,
1461,AskPlayStation,False,Tue Oct 31 22:22:57 +0000 2017,@116005 Glad to help! We have sent you a Direct Message via Twitter with further instructions.,,1462
1462,116005,True,Tue Oct 31 22:20:03 +0000 2017,@AskPlayStation My account is telling me to reset my password but i dont know my date of birth but i know my password for the account. help,1461,
1463,AskPlayStation,False,Tue Oct 31 22:22:24 +0000 2017,"@116006 Hi there, Have you tried accessing this content from your download queue: https://t.co/lyTEIVBTBn
Let us know the results.","14,641,465",1466
1464,116006,True,Fri Nov 03 04:59:32 +0000 2017,"@AskPlayStation my psn id quochuy046, can you help me? Or can I email someone a try for help? live chat on web block me? wtf?",,1463
1465,116006,True,Fri Nov 03 04:58:56 +0000 2017,"@AskPlayStation I have followed your instructions, but not, my ps4 has set up automatic download, and find in library there is no diablo 3 nercromancer",,1463
1466,116006,True,Tue Oct 31 09:47:04 +0000 2017,"@AskPlayStation  i have bought dlc diablo 3 necromancer and hav phys disc D3 ROS but when i click necromaner pack on game , dont download https://t.co/JDdn50e0wo","14,631,467",
1468,AskPlayStation,False,Tue Oct 31 22:19:46 +0000 2017,@116007 Please check your DM's for more instructions.,,1469
1469,116007,True,Tue Oct 31 22:16:38 +0000 2017,"@AskPlayStation Less a billing issue (I updated the exp date in acct), more ps+ wasn't able to renew. How do i make sure it stays current/not lose anything?",1468,1470
1470,AskPlayStation,False,Tue Oct 31 21:55:16 +0000 2017,"@116007 Sorry to hear that! For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",1469,1471
1471,116007,True,Tue Oct 31 21:53:35 +0000 2017,"@AskPlayStation not sure why my CC in my acct had an incorrect date, but my renewal for ps+ failed. How can I correct this?",1470,
1472,AskPlayStation,False,Tue Oct 31 22:18:40 +0000 2017,"@116008 Hi there! For assistance please follow us and send us a Direct Message, we look forward to your reply.",,1473
1473,116008,True,Tue Oct 31 19:11:31 +0000 2017,@AskPlayStation please help,1472,1474
1474,116008,True,Tue Oct 31 09:37:54 +0000 2017,@AskPlayStation hi I accidentally bought a psp game on the PlayStation store thinking it was for ps3. I donâ€™t have a psp. can I return it?,1473,
1475,AskPlayStation,False,Tue Oct 31 22:17:15 +0000 2017,@116009 Glad to help!  Please follow us via Twitter and let us know so we can send you a Direct Message with further instructions.,,1476
1476,116009,True,Tue Oct 31 09:16:47 +0000 2017,I preordered the standard edition of cod ww2. Can I change it to deluxe edition somehow @AskPlayStation,1475,
1477,AskPlayStation,False,Tue Oct 31 22:16:45 +0000 2017,@116010 Sorry to read that. Please check your DMs for assistance.,,1478
1478,116010,True,Tue Oct 31 22:12:49 +0000 2017,@AskPlayStation someone got to my account and changed the email,1477,
1479,HPSupport,False,Tue Oct 31 22:19:08 +0000 2017,"@116011 To better assist you, click on the option below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1",,1480
1480,116011,True,Tue Oct 31 20:09:40 +0000 2017,@HPSupport [Laserjet Pro M102w will not print. Drivers install and windows finds printer but I get an error] #hpcswus #hpprnt,"1,479,148,114,821,480",
1481,HPSupport,False,Tue Oct 31 22:19:01 +0000 2017,"@116011 Hey Jacob, I'm here to help! Let's run print and scan doctor: https://t.co/EaeoxKeULN ...1/2",,1480
1484,HPSupport,False,Tue Oct 31 22:04:26 +0000 2017,@116012 below and reply. Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1,,1485
1485,116012,True,Tue Oct 31 19:49:44 +0000 2017,@HPSupport Im sending my notebook in for hard drive replacement. Is it alright if I format the drive to factory defaul first? #hpcswus #hppc,"14,841,486",
1487,HPSupport,False,Tue Oct 31 22:00:59 +0000 2017,@116013 Fill the web form using this link to reach them- https://t.co/0jQc5ucYzc Thanks! ^Anoop 2/2 https://t.co/a2xkfCrUG1,,1488
1488,116013,True,Tue Oct 31 19:43:35 +0000 2017,@HPSupport I would like to speak to a technician #hpsa #hpprnt,"14,871,489",
1489,HPSupport,False,Tue Oct 31 22:00:23 +0000 2017,"@116013 Hey Daniel, I'm here to help! If you wish to speak to someone then you need to contact HP phone support. ...1/2",,1488
1490,ChaseSupport,False,Tue Oct 31 22:23:08 +0000 2017,@116014 2/2 to the merchant's site to make the purchase. ^BG,1491,1492
1491,116014,True,Tue Oct 31 22:56:40 +0000 2017,"@ChaseSupport Sounds good, thanks!",,1490
1492,116014,True,Tue Oct 31 22:15:52 +0000 2017,Hi @ChaseSupport do I have to go through the Chase Online Ultimate Rewards webpage to get the extra cash back when I shop?,"14,901,493",
1493,ChaseSupport,False,Tue Oct 31 22:23:08 +0000 2017,"@116014 1/2 Hello, in order to get the cash back, you'll need to click the link from the Ultimate Rewards website. You'll be routed",,1492
1494,ChaseSupport,False,Tue Oct 31 22:10:44 +0000 2017,"@116015 We appreciate the kind words. If you have questions or concerns, please let us know. We're here to help. ^CR",,1495
1495,116015,True,Tue Oct 31 21:00:04 +0000 2017,"I've had some ups and downs from banking with Chase, but lately they've been really good to me. So shoutout to you @116016 ðŸ‘âœŠ",1494,
1496,ChaseSupport,False,Tue Oct 31 22:09:45 +0000 2017,@116017 Iâ€™d like to review this further for you. Could you please DM your name &amp; zip code? ^BG https://t.co/znUu1VJn9r,,1497
1497,116017,True,Tue Oct 31 21:58:55 +0000 2017,Hey @116016 we're gonna need to talk about all these pending charges that keep going through my account 5 days after the transaction was made.... I'm getting real irritated.,1496,
1498,ChaseSupport,False,Tue Oct 31 22:05:56 +0000 2017,@116018 We're glad we were able to help! ^JG,,1499
1499,116018,True,Tue Oct 31 22:01:14 +0000 2017,"@ChaseSupport Just got off the phone with them, you guys were great!",1498,1500
1500,ChaseSupport,False,Tue Oct 31 21:42:26 +0000 2017,@116018 Aw! It's our pleasure to help. Let us know if we can be of additional assistance. ^JG,1499,1501
1501,116018,True,Tue Oct 31 21:24:22 +0000 2017,@ChaseSupport Thanks guys!,1500,1502
1502,ChaseSupport,False,Tue Oct 31 21:22:14 +0000 2017,@116018 We would be happy to look into this for you. Could you DM your name and zip code? ^JG https://t.co/znUu1VJn9r,"15,031,501",1504
1504,116018,True,Tue Oct 31 20:53:38 +0000 2017,"@ChaseSupport I couldn't find an e-mail online. You have my apartment address but not my number, how can I update that to ensure the card gets to me?",1502,1505
1505,116018,True,Tue Oct 31 20:52:49 +0000 2017,"@ChaseSupport I applied for a credit card and but i was never asked for my apt #, tried calling but couldn't get past your automated system.",1504,
1506,CoxHelp,False,Tue Oct 31 22:24:32 +0000 2017,"@116019 Hello, this does not sound good.  Can you DM the account name and complete service address? We would like to help.  -Dan",1507,1508
1507,116019,True,Tue Oct 31 22:28:51 +0000 2017,@CoxHelp Had to push hard but finally got a team lead to reach out to on-call tech. Outage issue solved; #CSIssue not #CSFail,,1506
1508,116019,True,Tue Oct 31 21:33:28 +0000 2017,Next day turnaround on an outage issue? @CoxHelp for the #CSFail when it comes to dealing with outages #CSFail #OutageProbs,1506,
1509,CoxHelp,False,Tue Oct 31 22:23:26 +0000 2017,"@116020 Hi ðŸŽƒ FÉ1sê€É‡NsÅ¦É‡Æ—n ðŸ‘», please DM account info including street address so we can look into this.  -Greg https://t.co/ovAKPb0TYC",,1510
1510,116020,True,Tue Oct 31 21:23:01 +0000 2017,@CoxHelp It needs to be fixed. Permanently. Now.,1509,1511
1511,CoxHelp,False,Tue Oct 31 05:58:46 +0000 2017,@116020 I don't want you to feel this way. What's going on? -Colleen,"15,101,512",1513
1513,116020,True,Tue Oct 31 05:30:24 +0000 2017,"So @116021 is back fucking me again with my BUSINESS plan internet.

Super cool company.

I don't recommend.",1511,
1514,CoxHelp,False,Tue Oct 31 22:22:15 +0000 2017,"@116022 Hello, this does not sound good.  Can you DM the account name and complete service address? We would like to help.  -Dan",,1515
1515,116022,True,Tue Oct 31 21:24:00 +0000 2017,Iâ€™d like at least one month to go by where I donâ€™t have to say how crappy the service is with @116021 in #Vegas &amp; how much I despise them,1514,
1516,CoxHelp,False,Tue Oct 31 22:15:21 +0000 2017,"@116023 Hi Jean-Claude, I hope you do not have any service interruptions. If you need assistance, reach out to us. -Mike",1517,1518
1517,116023,True,Tue Oct 31 23:06:00 +0000 2017,@CoxHelp I just did.,1519,1516
1519,CoxHelp,False,Tue Oct 31 23:15:59 +0000 2017,"@116023 Hi, the outage is still open in your area and working to get it restored as quickly as possible. Thanks for your patience. -Mary",,1517
1518,116023,True,Tue Oct 31 21:12:40 +0000 2017,@CoxHelp Been lookong forward to binge on #StrangerThingsSeason2 just hope we have internet. a lot of outages in the neighborhood lately.,1516,
1520,CoxHelp,False,Tue Oct 31 22:13:52 +0000 2017,@116024 Okay great! If you have any further concerns please reach out to us. -Xavier,,1521
1521,116024,True,Tue Oct 31 21:44:33 +0000 2017,"@116021 Seems like my problem has been resolved, the technicians you sent to the house were very capable and surpassed expectations",1520,
1522,AskeBay,False,Tue Oct 31 22:23:37 +0000 2017,@116025 Have you asked the seller yet where it is? See https://t.co/n4jUdNSd5z as they may be able to help out! ^D,"15,231,524",1525
1523,116025,True,Tue Oct 31 22:32:50 +0000 2017,@AskeBay I have contacted seller but my question to you is when will I receive my product. Your customer service says may be the awb no.  is wrong.,,1522
1524,116025,True,Tue Oct 31 22:34:51 +0000 2017,@AskeBay I don't care about that I want my product. . I wish I had not opted ebay.but in future I am not going to choose eBay . Because Its the worst,1526,1522
1526,AskeBay,False,Tue Oct 31 22:46:39 +0000 2017,"@116025 The seller should have delivered it by then, but as you don't have it just see https://t.co/Yh3pSrspGY if the seller can't help! ^D","15,271,528",1524
1527,116025,True,Tue Oct 31 22:50:55 +0000 2017,@AskeBay I haven't received it as of yet. And I have a contract with you for the delivery of product not with seller.,,1526
1528,116025,True,Tue Oct 31 22:51:00 +0000 2017,"@AskeBay So, instead of telling me to contact the seller you guys should contact the seller.",1529,1526
1529,AskeBay,False,Tue Oct 31 23:00:55 +0000 2017,"@116025 The contract is between you and the seller! They shipped it, but we protect you if you didn't get it if you open a case. ^D",1530,1528
